SYMBOL	logFC
TP53AIP1	1.415
PDZD11	1.143
IQSEC3	-1.814
SMAD9	-1.557
NR2C1	-1.149
TMPO	1.24
MTERF2	-1.118
SOCS2	-1.681
SORBS3	-1.516
PTK2B	-1.293
PPP3CC	-1.228
PDLIM2	-1.861
LYPLA1	1.265
RDH10	1.067
TRIM25	-1.274
TBX2	-4.008
TBX4	-3.752
NCAPH	3.413
MND1	2.337
KCNJ8	-1.702
ZSCAN18	-1.476
PDZRN3	-1.917
RNF2	1.474
POPDC2	-1.169
NAA50	1.602
KIF18A	1.688
PILRB	-1.24
GJB6	5.026
FABP3	-1.422
ZNF639	1.098
TMEM54	1.49
RASL11A	-1.556
UBL3	-1.053
FYTTD1	1.184
XPNPEP2	-1.121
SASH3	-1.596
FMOD	-1.632
HS3ST2	-1.334
ZC3H7A	-1.379
LDB3	-1.958
FAM213A	1.741
SPATA1	-1.108
PQLC1	-1.082
ZMIZ2	-1.128
RAMP3	-3.898
TWIST1	1.98
GLIPR2	-1.791
RECK	-1.976
SFTPA1	-5.218
PLAU	2.139
SRGN	-1.889
P4HA1	1.193
ZWINT	3.418
RASSF8	-1.212
NECAB1	-1.497
PRDX4	1.365
PKN1	-1.12
NLN	1.595
ITIH5	-2.901
TSFM	1.137
NCKAP1L	-1.892
MMP19	-2.76
NR4A1	-3.478
PDE1B	-2.027
HOXC13	1.621
LRP1	-1.668
NFE2	-2.696
SMUG1	1.076
STIL	1.698
HJURP	2.645
METTL8	1.498
G0S2	-2.725
PFKFB2	-1.255
RAB38	2.16
MXD4	-1.739
SLC12A4	-2.047
PI3	3.943
SLPI	-1.239
PREX1	-2.555
PLCG1	-1.356
TOX2	-2.6
PTGIS	-1.938
SNAI1	-1.769
STX16	-1.022
XG	1.646
STAMBP	1.057
POF1B	2.186
HIF3A	-4.739
LYPD3	4.883
F13A1	-1.7
SERPINB6	-1.419
PRICKLE4	-1.794
MOCS1	-2.567
MED20	1.036
GNMT	-1
TREM1	-2.182
SOX4	1.606
KCNK17	-2.416
SSR1	1.189
RPP40	1.869
LRRFIP1	-1.476
RAB17	-2.401
EREG	-1.353
MYRF	-3.498
SH3TC1	-1.899
MT2A	-2.099
GOT2	1.103
SOX21	2.804
IRF1	-1.082
PTGER2	-1.744
SOX9	1.501
SLC25A35	-1.033
GGA3	-1.236
PPP1R12C	-2.055
POLR1B	1.074
TRIP10	-1.89
TNFSF14	-1.23
FOSB	-1.632
SNRPD2	1.217
GPCPD1	-1.398
FOXA2	-2.779
SNRPB	1.358
FLRT3	-1.536
PCSK2	-1.16
MKKS	1.071
MGME1	1.317
LRRN4	-2.76
MCM8	1.528
TMEM74B	-3.222
S1PR4	-2.279
ZNF436	1.073
MMP24	-1.73
ID1	-1.149
ROMO1	1.062
FAM83C	2.061
KLC1	-1.285
MCF2L	-1.99
F10	-3.031
PDCD2L	1.394
FFAR2	-1.48
HCST	-1.125
THRA	-1.507
RRAS	-2.026
SBDS	-1.082
STAT5A	-1.548
GLIS2	-1.613
SIX1	2.454
RHOJ	-2.574
L3HYPDH	-1.091
HSPA2	-1.286
TRMT5	1.022
EVI2A	-1.23
OMG	-2.789
FAM78A	-1.293
TIMM8A	1.295
ZC4H2	-1.282
RGS13	-1.07
OMD	-1.512
FGD3	-1.713
MASP1	-1.919
HRASLS	1.958
TSPAN8	-2.325
PTPRB	-3.436
YEATS4	1.377
IDUA	-1.931
FGFRL1	-1.193
TMEM175	-1.335
PLA2G5	-1.904
SIN3B	-1.732
KLF2	-3.889
F2RL3	-3.584
PKMYT1	2.787
MACF1	-2.302
TNFRSF19	-1.051
GNG11	-2.806
SHFM1	1.581
HIP1	-1.362
FGL2	-1.029
STYXL1	1.094
STEAP4	-2.264
MTERF1	1.027
SGCE	-1.341
ZFP36	-2.921
PAICS	2.324
KDR	-2.588
PPAT	1.779
TUBGCP6	-1.645
VPREB3	1.484
GAL3ST1	-1.108
POM121L9P	-1.152
MGAT3	-1.708
RIBC2	1.032
KRT17	8.262
RNF112	-1.809
PODXL	-2.832
FLNC	-1.785
LRRC4	1.097
SMO	1.875
FEZF1	1.154
MRPS12	1.467
MTX2	1.323
GAD1	1.126
ORMDL1	-1.019
HOXD10	1.959
HOXD11	2.176
HOXD13	1.662
WDFY4	-1.43
MYO5C	-1.448
KNSTRN	1.698
VPS13C	-1.39
LOXL1	1.114
SOX15	3.358
FAM64A	2.986
PLD2	-1.077
TXNDC17	1.532
KIF1C	-1.57
LRRC6	-1.218
SLC44A2	-1.056
SIGLEC9	-1.66
KLK8	2.581
RIPK3	-1.525
RNASE1	-2.509
EPB41L4A	-1.446
FOXJ1	-1.012
SEC14L1	-1.536
SGOL1	1.957
RPS4Y1	-2.153
SHC2	-2.777
GAMT	1.189
KCNA5	-1.377
STARD8	-3.217
SAT1	-1.311
TOMM40	1.212
GADD45G	-1.818
LRCH2	-1.375
SAFB2	-1.115
USHBP1	-2.949
LSM7	1.009
MLLT4	-1.627
STK33	-1.151
GDF15	-1.198
KIAA1683	-1.546
LSM4	1.178
JUND	-1.739
HRC	-1.315
ZBTB46	-1.425
TNNT3	-1.19
TNNI2	-1.957
PNPLA7	-2.152
GATA5	-1.366
RBBP8NL	1.371
LAMA5	-1.654
POMT1	-1.07
FIBCD1	-1.275
GMFG	-2.153
THEMIS2	-1.853
SLC6A8	3.614
PNCK	3.271
MPP1	-2.106
ZNF331	-2.431
NOL11	1.023
HABP4	-1.298
PRRG1	-1.302
RGN	-3.401
TXLNGY	-2.273
ULBP2	1.265
SYNE1	-3.347
ULBP3	1.391
LILRB2	-2.084
RBM39	-1.076
HIGD1B	-3.771
ZNF141	-1.222
GSE1	-1.288
GINS2	2.88
F12	2.441
MRPS25	-1.037
SH3BP5	-2.564
RFTN1	-2.16
GALNT15	-2.03
NAPSA	-4.549
LRRC4B	-1.729
PDLIM4	1.526
GFPT2	-1.824
TUBG1	1.228
PSME3	1.036
RAMP2	-3.008
TMEM204	-3.071
KREMEN2	1.654
NPHP4	-1.015
TNS4	4.645
TOP2A	3.858
STARD3	-1.05
RARA	-1.65
PPP1R1B	-1.321
KHDRBS3	-1.075
FMO5	-2.364
RAI2	-2.91
NR0B2	-1.113
FAAP24	1.451
MATN3	-1.473
SPATA6	-1.219
RAF1	-1.03
PPARG	-1.367
TRIM22	-1.931
MRPL35	1.288
PTPRE	-1.852
RAN	1.556
INPP5K	-1.43
PNISR	-2.097
POPDC3	1.572
FIGNL1	1.647
ITGB4	3.267
ZRANB2	-1.302
KDM6B	-1.102
SLC52A1	1.321
XAF1	-1.593
RGS22	-1.057
NIP7	1.357
HSPA12B	-3.132
PCED1A	-1.077
PCNA	1.981
NES	-2.446
RAB25	1.274
SYT11	-1.197
MTL5	1.954
VSTM2L	-1.832
WASF3	-1.768
MYH10	-2.232
MPRIP	-1.419
PIK3C2B	-1.04
TRPC4	-1.054
POSTN	1.404
KL	-1.767
RFC3	1.107
STARD13	-2.54
TCEAL4	-1.085
SLC39A11	1.409
EPHB2	1.333
PRAM1	-2.926
RARRES3	-1.576
MYH11	-3.627
PDZD2	-2.236
GSTT2B	-1.283
FAM83F	3.478
SEC14L4	-1.012
GIMAP6	-2.391
GIMAP4	-2.132
ZNF767P	-1.501
NTS	4.11
SFTPD	-4.389
TMEM254	1.038
SPINK5	1.237
LYVE1	-3.98
MICAL2	-1.158
HSD17B4	-1.204
ZFC3H1	-1.809
RNF122	-1.343
NUMB	-1.192
PEBP4	-4.924
IRAK2	-1.014
PRPF38B	-1.068
GSTM5	-2.805
PTPN22	-1.325
SORT1	-1.503
WNT2B	-1.032
PTGFRN	2.156
VTCN1	2.618
YWHAQ	1.037
GRHL1	1.921
ROCK2	-1.222
LPIN1	-1.531
LDHA	1.461
IL6ST	-2.075
FST	1.895
IL15RA	-1.574
KCTD1	2.541
RERG	-1.705
KLRD1	-1.055
STK26	1.453
PIWIL4	-1.109
SPOCD1	-1.586
PHC2	-1.375
FHOD3	1.366
SLC43A3	-1.633
TIMM10	1.089
PDGFRA	-2.482
ERCC5	-1.209
ETS1	-1.807
NREP	1.261
TMEM2	-2.082
GOLM1	1.33
FAM189A2	-3.73
PSAT1	3.611
HAVCR2	-1.191
TAOK3	-1.098
MSI1	1.275
TBX3	-2.74
TMEM243	-1.637
HILPDA	1.412
MRAP2	1.648
LMO2	-2.416
PRRG4	1.6
ITGA7	-3.038
RDH5	-1.734
TROAP	3.736
PAN2	-1.827
ESPL1	1.834
KRT7	-3.363
SLC26A10	-1.824
MAP7	1.622
MICAL1	-2.737
STX11	-2.255
TEC	-1.085
KCNMB4	-1.358
USP15	-1.217
KIAA0513	-1.06
FBXL8	-1.405
FHOD1	-2.928
SLC9A5	-1.377
KCNK1	1.982
NTPCR	1.173
KIAA1614	-1.108
SLC19A3	-2.488
SERPINE2	1.93
ISCU	-1.051
USP44	-1.122
PLXNC1	-1.048
VILL	-1.057
NEK3	-1.62
THSD1	-1.857
LRCH1	-1.267
PHF11	-1.306
LMO7	-2.504
SCEL	-3.25
SPRY2	-1.298
TNS3	-1.564
IGF2BP3	3.009
GPNMB	2.025
RAPGEF5	-1.916
IL6	-1.49
NACAD	-1.053
MYO1G	-2.065
NKX2-1	-4.368
TM6SF1	-2.091
RSAD1	-1.072
NDUFB5	1.575
MRPL47	1.815
SCN7A	-4.221
HLX	-2.108
IL36G	2.017
IL1RN	1.772
IL36RN	1.585
HS6ST1	1.087
GYPC	-2.709
TXN	1.162
SMC2	1.449
KLF4	-1.814
ST6GALNAC4	-1.076
TMOD1	-2.813
STXBP1	-1.682
TLR4	-1.925
MYC	1.084
IL33	-1.978
IL11RA	-2.307
TLN1	-1.483
SPAG8	-1.659
PPIL1	1.525
GMPR	-1.559
TFAP2A	3.993
FOXF2	-1.617
TUBB2B	1.17
UQCC2	1.445
HMGA1	2.752
TCF19	1.603
RNF144B	-1.324
FGFBP1	3.908
FGFBP2	-1.536
TLR2	-2.139
FCHSD2	-1.022
SLCO2B1	-2.345
IL18BP	-1.323
SYTL2	-1.377
LRRC32	-3.388
MRPL15	1.253
GGH	2.599
SULF1	1.994
SDCBP	-1.138
TMPRSS4	5.96
TRPC6	-2.51
MMP7	2.5
TRIM29	5.619
FXYD6	-2.088
MMP13	2.142
TMPRSS13	1.921
THBS1	-3.18
NUSAP1	2.933
KIF23	2.539
ITGA11	1.005
PAQR5	-1.026
UACA	-1.73
SMAD6	-3.242
PLCB2	-2.57
PAK6	1.912
STRA6	2.161
GCOM1	-1.615
TTLL7	-1.195
GIPC2	-1.017
IFI44	-1.003
SLC44A5	1.932
EPT1	1.318
KIF11	2.849
TACC2	-1.288
KIF20B	1.207
PLCE1	-2.008
RBP4	-2.687
GPR87	5.331
STAT4	-1.578
HECW2	-2.095
OLA1	1.686
FAM117B	1.16
WDR12	1.484
SLC40A1	-1.169
SECISBP2L	-1.453
FAM13A	-1.222
RASGEF1B	-1.543
FGF2	-1.686
KIAA1109	-1.793
MMRN1	-2.987
PDE5A	-2.013
PRDM5	-1.26
SHROOM3	-1.233
SLC39A8	-3.107
FBN2	1.12
MAPK8IP3	-2.133
RGS3	-1.551
PARVG	-2.429
GABARAPL1	-1.372
KIF21A	1.43
YARS2	1.26
FGD4	-1.552
FAM60A	1.637
ZCRB1	1.015
TMEM117	1.804
VAMP1	-1.345
TMEM19	1.408
PTPRQ	-1.101
TMTC3	1.589
SNRPF	1.176
GLTP	1.298
SLC46A3	-1.102
SLC7A1	1.482
N4BP2L1	-1.935
MAP3K12	-2.392
GALNT6	1.461
LMBR1L	-1.829
RHOF	-1.145
SLAIN1	-1.233
MBNL2	-1.038
RAB20	-1.436
GRTP1	1.188
SSTR1	-2.116
FRMD6	1.789
RTN1	-1.683
STON2	1.29
GPR65	-1.067
JDP2	-1.461
FBLN5	-4.022
SORD	2.239
FGF7	-2.484
HDC	-2.496
GCNT3	1.044
GTF2A2	1.025
PSTPIP1	-1.387
NEIL1	-2.609
MAN2C1	-2.361
TPM1	-1.327
RHCG	3.6
FANCI	2.396
TICRR	1.672
NTRK3	-2.448
MFGE8	-1.473
ITGAX	-3.371
TGFB1I1	-2.08
NKD1	-2.305
MARVELD3	1.734
NLRC5	-1.387
KIFC3	-1.734
TLDC1	1.001
IRF8	-1.631
RHOT2	-1.227
TCF25	-1.046
MYOCD	-1.636
KSR1	-1.291
SGSM2	-1.725
PTRH2	1.138
SLC39A6	1.573
GALNT1	1.275
GATA6	-2.481
SLC14A1	-1.516
ZMYND15	-1.855
MINK1	-1.237
SAT2	-1.035
PIK3R5	-2.948
TP53	1.068
ZNF750	2.486
MAPK4	-1.232
ZCCHC2	-1.081
PMAIP1	2.324
P3H4	1.406
PNMT	-2.14
TPGS1	-1.487
PPAP2C	3.235
TMEM91	-1.162
IFITM3	-1.365
SIK1	-1.45
TMEM50B	-1.494
WTIP	-1.631
MYO1F	-2.864
NLRP12	-1.033
SLC2A5	1.072
RERE	-1.129
MMEL1	-1.406
PRDM16	-1.662
PADI3	1.433
IL22RA1	1.055
EVA1B	-1.602
PLK4	1.776
MAP3K6	-2.176
FCN3	-7.21
TINAGL1	-1.668
KIF2C	3.161
PTPRF	1.767
SYPL2	-1.112
IGSF3	2.059
ITGA10	-3.683
RXRG	-1.463
UCK2	1.819
TMCO1	1.31
PVRL4	2.882
FCGR2A	-1.511
NUF2	3.12
RGS5	-1.158
PFDN2	1.03
MRPL24	1.072
ISG20L2	1.058
HDGF	1.097
XPR1	1.405
HMCN1	-1.922
RGL1	-1.358
RORC	-1.692
TUFT1	1.393
MCL1	-1.12
SELENBP1	-3.397
HORMAD1	1.674
INTS7	1.151
SUSD4	2.99
SLC27A3	-1.547
S100A7	4.172
ILF2	1.16
LYST	-1.367
LEFTY2	-1.157
PARP1	1.262
SOX13	-1.53
ETNK2	1.707
OSR1	-2.505
PDIA6	1.242
RHOB	-2.121
SNRPG	1.432
MEIS1	-2.045
TMEM177	1.496
ZC3H8	1.092
GPR17	-2.751
POLR2D	1.408
SCN1A	-1.528
KIAA1715	1.08
ZNF385B	-3.357
HSPD1	1.107
KANSL1L	-1.61
FANCD2	1.261
STK11IP	-1.046
RBMS3	-2.206
FAM198A	-1.827
ITGA9	-1.474
STAC	-1.942
IQSEC1	-1.6
PTPRG	-1.498
LIMD1	-1.633
NFKBIZ	-2.071
PLA1A	-3.066
IGSF11	1.62
SRPRB	1.566
TMEM108	-2.09
TRPC1	-1.026
NICN1	-1.807
UCN2	1.332
ILDR1	1.214
SLIT2	-3.118
OCIAD2	2.037
PLAC8	-1.65
USP53	-2.205
SFRP2	1.446
ROPN1L	-1.474
NDUFS6	1.277
NKD2	-2.642
SRD5A1	2.004
FAM105A	-2.515
RPL37	1.112
SKP2	2.064
PIK3R1	-1.482
IQGAP2	-1.408
RNF145	-1.003
TENM2	1.791
KCNMB1	-1.373
TBC1D7	1.213
GFOD1	-1.243
FAM193B	-2.454
TNFRSF21	1.493
PRIM2	1.615
HMGCLL1	-1.261
FGD2	-2.763
TPBG	1.662
MMS22L	1.492
FAXC	1.659
SCML4	-1.119
RSPO3	-1.527
MTFR2	1.775
VIP	-1.736
SLC22A3	-2.286
IGFBP3	2.457
MDH2	1.08
PSPH	1.942
GIGYF1	-1.148
TMEM140	-1.01
NCAPG2	1.853
SH3KBP1	-1.112
TMEM47	-1.977
SLC16A2	-1.349
OGT	-2.031
NXF3	-2.955
GPC3	-2.05
MAGEA4	3.23
ZNF185	1.158
HMBOX1	-1.944
GNRH1	-1.718
SLC25A37	-2.101
RGS20	1.659
TACC1	-2.161
GINS4	1.952
SYBU	-1.397
LRP12	1.294
RSPO2	-2.141
MAL2	1.132
NDUFB9	1.193
FAM83A	3.624
GSDMC	2.689
SLC39A4	1.115
NFIB	-1.129
PLIN2	-1.972
NTRK2	3.16
SHC3	-1.405
SNX30	-1.557
STOM	-1.576
POLE3	1.082
GBGT1	-1.34
SLC25A25	-1.328
SH3GLB2	-1.078
FAM73B	-1.317
PTGES	1.643
HMCN2	-1.769
NOTCH1	-1.12
NACC2	-1.188
ZEB1	-2.05
FAM13C	-1.85
MKI67	2.997
ITPRIP	-1.308
SCGB1A1	-3.727
SYT8	-1.304
SERPING1	-2.491
SLC43A1	-1.638
SESN3	1.412
TENM4	1.742
PAK1	1.706
NCAM1	-1.107
GRIK4	-1.109
ST14	1.809
GGTLC1	-4.809
INCENP	1.562
PLCH2	1.352
MS4A2	-1.755
FEZ1	-1.257
ESAM	-3.587
SIDT2	-1.841
TAGLN	-2.144
JPH2	-2.049
FERMT3	-1.717
TAOK2	-1.54
HMGA2	2.734
MMP3	1.7
KLRF1	-1.421
FXYD4	-1.348
PCDH15	-1.13
LATS2	-1.523
HNMT	-1.006
LYPD1	1.05
LYPD6B	2.613
GPM6A	-2.769
VEGFC	-1.77
RGS18	-1.588
FAM173B	1.139
TIMM8B	1.003
FOXO1	-1.023
RILPL2	-1.317
ITPR1	-1.822
PRSS53	-1.284
SLC7A11	1.188
TWF1	1.506
MAGI1	-1.616
MBIP	-1.359
KCTD14	-1.219
ME3	-2.395
FRMD4A	-1.597
FAM160B1	-1.016
NR3C2	-1.61
VENTX	-1.902
INPP1	-1.214
FLI1	-2.405
WWC2	-2.242
SERP2	-1.106
ZNF385D	-1.005
TDO2	1.126
PARP8	-1.26
GFRA1	-1.489
GLT1D1	-1.38
SCHIP1	-1.28
TMEM163	-1.982
HSPB8	-2.556
GEMIN6	1.158
TMEM178A	-2
SETBP1	-1.126
EPG5	-1.159
SPC25	2.696
PDK1	1.613
PDE3B	-1.407
GUCY1A2	-1.573
SUV39H2	1.623
USP12	-1.088
ZFP36L2	-1.523
PLEKHH2	-3.669
TMEM123	1.292
IGSF10	-3.338
SPARCL1	-3.198
GPD1L	-1.496
GJA1	1.151
PELO	-1.015
RASGRP3	-1.065
TCTEX1D1	-2.039
SLC16A12	-1.504
HHEX	-1.436
UTRN	-1.335
ZNF117	-1.472
PLOD2	1.429
SYCP2L	-1.039
RASSF3	-1.314
NR4A2	-1.517
SLC25A27	-3.236
LPCAT1	-2.137
PLEKHG4B	1.716
PTPRD	-1.667
LURAP1L	-1.351
TMPRSS11D	2.55
PID1	-2.402
MCOLN2	-1.697
LGI4	-3.233
SREK1	-1.033
MSI2	1.371
GRAP	-1.473
IMPACT	1.083
THY1	1.159
ROBO4	-3.799
ROBO3	-1.902
TBRG1	-1.23
NRGN	-3.185
FAM134B	-1.044
UCHL1	3.155
TNIK	-1.468
FAM167A	-1.973
PGM5	-3.061
OBSCN	-1.246
MAGED4	2.536
PDLIM3	-1.751
SORBS2	-2.532
NCAM2	-1.224
PDE1C	-2.336
JAM2	-2.806
XPC	-1.332
FGD5	-2.697
FLCN	-1.682
PLCL2	-1.287
SKA1	2.447
PIEZO2	-2.139
RAB6B	1.434
PROM2	3.213
PTPRN2	-1.316
SLC25A28	-1.045
SAMSN1	-1.798
SLC16A1	2.485
NIFK	1.385
SLC7A7	-2.013
GRIA1	-3.031
XAGE2	-1.049
VSIG4	-3.041
PDIA4	1.685
TMEM237	1.444
FZD7	1.2
RAET1L	3.302
SLA	-2.227
MICU3	-1.27
GRIP1	1.129
GNA14	-2.386
GNAQ	-1.229
WIF1	-3.77
MAP3K7CL	-1.033
TSPAN7	-1.466
RPGR	-2.349
TDRD9	-1.52
FGF18	-1.375
PCDH1	-1.818
MTERF3	1.066
PTDSS1	1.507
WDYHV1	1.047
FBXO32	1.886
FRRS1	1.657
SLC6A1	-1.019
FCHO2	-1.289
RBPMS	-2.522
TMEM171	1.534
TIMP4	-1.763
SYN2	-1.151
LRP8	1.284
RP11-66N24.4	-1.645
FUK	-1.006
KIT	-1.939
ZNF19	-1.012
TSC22D3	-2.668
ERG	-2.275
ETS2	-1.229
TSPAN18	-1.214
PALM2-AKAP2	-1.174
SNX22	-2.266
SLC34A2	-4.025
PSMG3	1.432
WDR19	-2.192
FMNL2	-1.073
GAREML	1.264
TNFRSF14	-2.514
RADIL	-2.066
SKI	-1.005
KRTCAP3	1.724
WDR66	2.345
GRHL3	3.566
UBXN11	-2.054
GALNT14	2.995
HPD	-1.355
RHPN1	-1.182
XDH	1.235
MRAS	-1.552
ESYT3	-2.886
FAM46B	-2.042
RHBDL2	1.867
SHROOM4	-2.819
HIST1H2BD	1.013
NCF1	-1.67
PPP1R9A	-1.152
ZFAND2B	-1.012
GDPD5	-1.974
RNF166	-1.971
NBL1	-1.16
ITLN2	-3.608
ZNF276	-1.373
FAM160B2	-1.511
FCER1G	-1.751
MPZ	-1.267
MIS18A	1.656
SYNJ1	-1.239
PAXBP1	-1.272
SON	-1.173
LAD1	3.289
TUBBP5	1.076
SIM2	1.57
SCUBE1	-2.672
PADI4	-3.111
HK2	1.406
STARD9	-3.023
RGL4	-1.399
SPRR2G	1.25
PGLYRP3	1.639
SPON2	-2.295
LRRC36	-2.538
TPPP3	-2.3
ZFYVE28	-1.599
ZYX	-1.57
NPR2	-1.881
PTGIR	-3.325
KALRN	-1.468
RSPH1	-1.282
GAB3	-2.131
ITGB2	-1.283
LSS	-1.173
GPSM1	-2.13
ST6GALNAC6	-1.987
PKN3	-1.396
TMEM190	-1.617
TLCD1	1.012
PCSK7	-1.188
FLAD1	1.125
IL6R	-1.424
NBEAL2	-2.695
PTH1R	-3.706
MYL3	-2.188
LRRC71	-1.335
FGFR4	-4.175
HK3	-3.035
LY6K	3.394
IER2	-1.152
TONSL	1.643
PTGER1	-1.028
RECQL4	2.297
ZNF333	-1.584
RPL8	1.086
SCGB3A1	-3.105
YDJC	1.316
FBXO27	2.437
U2AF1L4	-1.061
PLXDC1	-1.088
FDXR	1.077
ZNF577	-1.684
ITGA5	-1.704
SIGLEC11	-1.16
ZNF385A	1.384
SIGLEC16	-1.032
MPP3	-1.614
LSM12	1.107
FMNL3	-1.165
RACGAP1	2.111
GRASP	-4.409
SPC24	2.324
IP6K3	-2.1
TREML1	-1.157
SCIMP	-1.241
TNFSF13	-1.5
FGF11	2.864
POLR3K	1.044
SNRNP25	1.205
SPSB3	-1.28
PPP1R32	-1.955
NXF1	-1.27
SLC25A45	-1.12
ITIH3	-2.422
TAL1	-3.451
SLC1A7	-1.519
PPAP2B	-1.697
JAK1	-1.008
SLC25A34	-1.466
LAPTM5	-1.353
SYNC	-1.188
KIAA1522	1.14
TSSK3	-1.102
WNT4	1.029
SCNN1D	-1.227
MXRA8	-1.417
MEGF6	-2.104
MYSM1	-1.354
NEXN	-2.829
NTNG1	-1.844
GBP4	-1.402
KCNT2	-1.31
NLRP3	-1.632
SLAMF9	1.19
VANGL2	1.862
FCGR3B	-2.276
TDRD5	1.403
SNED1	-2.389
MT2P1	-2.58
KIF26B	1.119
TFB2M	1.372
PKDCC	-3.37
PIGR	-2.62
PEX13	1.033
FAM84A	2.073
FRZB	-1.356
VSNL1	3.022
NOSTRIN	-4.294
SGPP2	1.628
HPGDS	-1.582
S100A11	1.536
IVL	2.971
SPRR3	4.335
SPRR2D	5.294
PGLYRP4	1.36
S100A12	-3.555
TGFA	2.042
TDRD10	-3.137
NIPAL1	1.159
LINC01116	1.392
EOGT	-1.401
SLC22A15	-1.348
IGFN1	-1.024
PROK2	-2.524
FSTL1	-1.169
LMOD1	-3.528
IGFBP7	-1.276
TMEM79	1.831
STK36	-1.496
KIAA1524	2.304
TGFBR2	-2.636
NFASC	-1.371
FCRL1	-1.285
SGOL2	1.565
PRKCI	1.105
MNDA	-2.119
PYHIN1	-1.141
RPL22L1	1.11
PRICKLE2	-1.944
PPM1K	-1.431
GMPS	1.862
PTX3	-3.502
PCOLCE2	-1.207
TTC14	-1.195
PPBP	-3.398
PF4	-2.562
SNRK	-1.752
KIF15	1.974
WDR43	1.379
FYCO1	-1.298
NMNAT3	1.389
ZC3H12A	-1.002
POLR2H	1.102
KLF15	-2.959
LIPH	-1.023
TMEM41A	1.236
SENP2	1.09
HEYL	-2.159
RFC4	2.588
RPL39L	3.124
UVSSA	-1.982
ZDHHC19	-1.137
PIGX	2.026
MFI2	2.229
SGMS2	-1.22
METAP1	1.182
H2AFZ	1.102
ZNF589	-1.109
PLXNB1	-1.032
SPRY1	-2.054
INTU	-1.036
HSPA4L	1.683
POC1A	1.462
PPM1M	-1.466
PITX2	1.484
MAD2L1	3.328
HPGD	-3.168
NPY1R	-1.15
IL15	-1.073
FAM160A1	1.015
HHIP	-2.736
RANBP3L	-1.205
RNF180	-1.002
STARD4	-1.037
F2RL1	1.678
SCGB3A2	-2.46
SHROOM1	-1.632
LEAP2	-1.126
GJB7	1.26
SLC35A1	-1.329
SFXN1	1.7
TMEM200A	-1.026
PI16	-2.621
PTTG1	3.191
KCNK5	-1.153
SLC29A4	1.474
STEAP1	1.098
KIAA1324L	-1.268
SYTL3	-1.584
SHH	-1.158
FNDC1	1.601
SOX17	-2.516
TNFRSF11B	-1.59
SBSPON	-1.468
ORC5	1.108
GPR146	-2.615
GPER1	-2.022
TMEM184A	1.124
NOS3	-1.947
MICALL2	-1.408
YWHAZ	1.657
FZD6	1.709
FREM1	-1.342
GEM	-1.366
NIPSNAP3B	-1.035
NFIL3	-1.046
TMEM71	-1.561
MAMDC2	-4.446
GKAP1	-1.06
KIF27	-1.004
SVEP1	-3.035
FBP1	-2.683
NCF1C	-1.142
PCDH19	1.232
FIGF	-4.487
STRBP	1.046
WNK2	2.461
ZNF367	1.085
MELK	3.239
OTUD1	-1.004
HECTD2	-1.192
ZCCHC24	-2.146
SLC16A9	1.389
INPPL1	-1.672
GJB2	5.627
SKA3	2.313
PCF11	-1.518
PKNOX2	-2.71
VSTM4	-2.102
SLC18A2	-1.714
HPRT1	1.777
FAM69B	-1.259
KIAA1462	-2.747
METTL17	-1.027
NDRG2	-1.961
RNASE7	1.033
ZNF219	-1.278
METTL3	-1.216
TRUB1	1.253
UBTD1	-1.296
GYLTL1B	2.747
SLC39A13	-1.62
HACD1	-1.278
JAM3	-2.381
GPT2	2.05
RAB8B	-1.581
SPINT1	1.243
FBN1	-1.386
SGPL1	1.113
TMEM100	-6.4
SMPD1	-1.192
ILK	-1.427
MSS51	-1.237
USP54	-1.38
SERPINB7	1.805
KIAA0355	-1.358
RIC3	-2.095
WDR72	3.714
ZMAT1	-2.566
TMEM130	-1.375
MFAP4	-4.222
MAPK7	-1.19
PRKCB	-1.569
NDST2	-1.396
MCM7	1.348
RIMKLB	-1.61
TMED3	1.367
NDEL1	-1.198
RRAD	-3.108
MMP10	3.697
NNMT	-1.683
ZNF667-AS1	-1.663
YPEL4	-1.635
FAM111A	-1.2
KIAA0101	3.906
SCNN1G	-1.671
RBPMS2	-1.819
PLK1	3.075
STAT6	-1.19
XRCC6BP1	1.03
STX3	-1.203
MTMR10	-1.182
SCG5	1.257
GREM1	2.851
MS4A7	-2.66
MS4A14	-2.502
MS4A8	-1.666
MS4A15	-4.729
RCCD1	1.023
MAPRE2	-1.265
EVA1C	-1.468
NUDT21	1.088
GNGT2	-1.074
SNRPD1	1.799
SAMD14	-1.869
TRUB2	1.091
PRRX2	1.047
UGT1A6	5.746
PRR15L	-2.242
FBXO22	1.248
TBC1D2B	-1.983
ENTHD2	-1.229
RRM1	1.47
PRRT2	-2.691
SGK494	-1.215
PROCA1	-1.028
TUBA1C	2.605
NCKAP5L	-1.102
GPD1	-2.499
NFKBID	-1.861
LAIR1	-1.975
LENG8	-2.793
PPP1R14A	-4.353
SPINT2	1.693
LY6D	4.143
PLIN4	-1.55
SEMA6B	-1.402
FAM57A	1.589
KIFC2	-1.148
SLC43A2	-1.167
RILP	-1.558
SERPINF2	-1.428
KLK6	1.517
KLK11	-1.427
KLK13	1.165
ZNF83	-2.105
KRT80	1.526
RCOR2	1.47
IGFBP6	-1.985
NUDT8	1.433
PRDX2	1.034
HID1	-1.54
TMEM88	-2.365
